id_matricula,fecha,observaciones
4286AUA,2008-09-26,No se especificaron observaciones
6292EIA,2010-12-26,No se especificaron observaciones
1369IUA,2010-10-19,defective bulb
9336IIU,2008-11-26,"windshield in poor condition, insufficient braking"
7919AEO,2011-10-22,No se especificaron observaciones
8533AOE,2009-11-08,"defective bulb, broken headlight"
9599EAA,2011-12-31,damaged chassis
9534OIE,2008-08-28,No se especificaron observaciones
7196EOI,2011-03-04,No se especificaron observaciones
0703OEU,2006-09-30,No se especificaron observaciones
6118UAA,2011-07-19,worn tires
8506OUO,2011-10-31,"improperly regulated lights, broken hand brake, accessories not allowed"
0718UUE,2011-03-18,No se especificaron observaciones
0473AEO,2011-01-26,"defective bulb, broken hand brake"
9683IIA,2011-10-26,"exhaust pipe, accessories not allowed"
1072IOA,2010-07-27,No se especificaron observaciones
0619IEO,2010-09-12,No se especificaron observaciones
0935IOA,2011-05-19,No se especificaron observaciones
3949IOE,2010-09-05,"damaged chassis, defective bulb, insufficient braking"
1564AII,2009-03-17,"exhaust pipe, accessories not allowed"
6818EAU,2010-05-11,damaged chassis
2955AUA,2010-07-30,No se especificaron observaciones
0718UUE,2011-03-18,No se especificaron observaciones
3204OUA,2010-08-29,defective bulb
1497IUA,2008-01-31,accessories not allowed
8784IUI,2007-09-28,cirulillo  of distribuitor failure
1405AOU,2011-08-26,cirulillo  of distribuitor failure
5338IEI,2011-01-31,No se especificaron observaciones
4785UUA,2011-08-21,No se especificaron observaciones
7607OAA,2011-07-24,"improperly regulated lights, cirulillo  of distribuitor failure"
6292EIA,2010-12-26,No se especificaron observaciones
9336IIU,2008-11-28,broken headlight
5944EOE,2008-11-25,"worn tires, broken headlight"
2698UEA,2012-01-15,"excess smoke, damaged license plate, cirulillo  of distribuitor failure"
3647AEO,2006-11-29,exhaust pipe
3647AEO,2006-11-29,No se especificaron observaciones
6891AIU,2010-06-05,No se especificaron observaciones
8448OEU,2011-09-29,"worn tires, cirulillo  of distribuitor failure"
6734OUU,2007-07-22,"spoiled engine, insufficient braking"
1369OAU,2007-06-24,"worn tires, improperly regulated lights, windshield in poor condition"
8506OUO,2011-10-31,"defective bulb, exhaust pipe"
1072IOA,2010-07-27,No se especificaron observaciones
9834EUO,2008-01-15,damaged license plate
1103EEA,2009-09-28,No se especificaron observaciones
9037UOU,2009-05-29,defective bulb
9495AIA,2010-09-02,No se especificaron observaciones
9037UOU,2010-06-10,cirulillo  of distribuitor failure
6882IUI,2011-03-24,windshield in poor condition
9037UOU,2009-06-12,defective bulb
9778OEI,2006-06-29,windshield in poor condition
9534OIE,2008-08-29,"worn tires, minor faults, insufficient braking"
0431UIE,2007-09-20,"excess smoke, damaged license plate"
3219AEO,2011-09-07,"defective bulb, broken headlight"
4776EUI,2006-11-29,"defective bulb, cirulillo  of distribuitor failure"
6464AIA,2008-11-30,"worn tires, accessories not allowed"
7283OOE,2010-09-20,No se especificaron observaciones
3667IIE,2007-04-29,"spoiled engine, broken headlight"
3797UOE,2011-03-27,defective bulb
3797UOE,2011-03-27,minor faults
2698UEA,2009-01-19,"cirulillo  of distribuitor failure, broken hand brake"
7493AUE,2012-01-28,"minor faults, damaged chassis, broken hand brake"
3346AOO,2010-07-17,"excess smoke, exhaust pipe, insufficient braking"
1117IAU,2007-12-25,improperly regulated lights
2970EUI,2011-08-28,improperly regulated lights
5828EEE,2011-01-30,"worn tires, windshield in poor condition, defective bulb"
5938AOI,2009-03-29,"damaged license plate, broken headlight"
6829IOA,2006-04-28,broken headlight
3295IOE,2010-11-02,No se especificaron observaciones
6279OUE,2009-12-23,"defective bulb, accessories not allowed"
1858UEA,2011-02-23,"worn tires, minor faults, exhaust pipe, accessories not allowed"
3523OOE,2011-08-30,"excess smoke, insufficient braking"
4785UUA,2011-08-21,No se especificaron observaciones
7372OEI,2007-12-23,"improperly regulated lights, windshield in poor condition, damaged chassis, insufficient braking"
1536UII,2008-07-23,"excess smoke, exhaust pipe"
4702OIA,2009-11-27,broken headlight
6734OUU,2007-07-20,"spoiled engine, damaged chassis"
2685IAA,2010-08-22,windshield in poor condition
3295IOE,2010-11-02,No se especificaron observaciones
8960AEO,2011-06-10,No se especificaron observaciones
5408EII,2010-10-30,broken headlight
7696UOA,2010-08-01,No se especificaron observaciones
3242OEU,2007-12-28,"spoiled engine, broken headlight"
9105UIU,2006-11-28,accessories not allowed
2543OUU,2010-10-09,windshield in poor condition
4280EUI,2012-01-12,No se especificaron observaciones
9959UOU,2009-07-27,defective bulb
8691OEI,2011-08-28,"damaged license plate, cirulillo  of distribuitor failure"
6891AIU,2010-06-05,No se especificaron observaciones
9037UOU,2009-05-29,cirulillo  of distribuitor failure
1117IAU,2007-12-29,"worn tires, excess smoke, minor faults"
0438IAO,2011-03-12,No se especificaron observaciones
8177AAO,2008-07-18,minor faults
8691OEI,2011-08-28,spoiled engine
1286OEO,2012-01-24,accessories not allowed
1131AOO,2008-08-10,exhaust pipe
9519IEI,2011-11-26,No se especificaron observaciones
3631IUU,2007-08-28,damaged chassis
7372AEU,2011-04-27,excess smoke
1497IUA,2008-02-15,No se especificaron observaciones
9507IIA,2011-03-26,No se especificaron observaciones
1295IIA,2011-10-31,exhaust pipe
2458AEU,2010-08-26,No se especificaron observaciones
5700IIE,2010-08-09,broken headlight
4309OEE,2008-05-23,insufficient braking
2543OUU,2010-09-19,excess smoke
8489EAU,2011-12-15,damaged chassis
4450AAE,2008-11-28,"excess smoke, accessories not allowed"
9599EAA,2011-12-31,damaged license plate
4333EUU,2011-01-04,minor faults
0020AUA,2011-01-19,"windshield in poor condition, exhaust pipe"
8173OAU,2009-08-30,broken hand brake
6758UOE,2010-06-25,"worn tires, windshield in poor condition"
7607OAA,2008-07-27,"exhaust pipe, cirulillo  of distribuitor failure"
7375OAI,2010-11-07,No se especificaron observaciones
5525OUO,2009-07-07,spoiled engine
1244UEO,2009-06-20,"exhaust pipe, insufficient braking"
5279OUE,2007-04-18,improperly regulated lights
2685IAA,2010-09-17,No se especificaron observaciones
3422AEU,2011-10-05,No se especificaron observaciones
9507IIA,2011-03-26,No se especificaron observaciones
3346AOO,2010-07-18,"spoiled engine, windshield in poor condition"
2583UIO,2006-09-20,"spoiled engine, defective bulb"
5828EEE,2009-01-31,windshield in poor condition
8691OEI,2011-08-28,No se especificaron observaciones
5828EEE,2011-01-30,defective bulb
1858UEA,2011-02-23,improperly regulated lights
8177AAO,2008-07-19,defective bulb
3242OEU,2007-12-25,"excess smoke, broken hand brake"
8419EIE,2011-04-13,No se especificaron observaciones
2539EOE,2008-12-29,"worn tires, spoiled engine"
6817EUA,2006-09-30,"damaged license plate, insufficient braking, cirulillo  of distribuitor failure"
6279OUE,2010-01-11,cirulillo  of distribuitor failure
3434AOI,2006-04-28,"excess smoke, accessories not allowed"
6523AIO,2010-04-06,"spoiled engine, damaged license plate"
3219AEO,2010-09-19,"accessories not allowed, insufficient braking, broken hand brake"
4237EIO,2010-12-02,No se especificaron observaciones
6061IUO,2006-11-25,"worn tires, damaged license plate"
0431UIE,2007-08-31,"improperly regulated lights, accessories not allowed"
9038OUI,2011-09-29,damaged license plate
7405UIU,2010-01-24,"damaged license plate, exhaust pipe"
2452UEO,2009-07-15,"exhaust pipe, broken headlight"
5350OAE,2007-09-28,windshield in poor condition
7375OAI,2010-11-07,No se especificaron observaciones
5279OUE,2007-03-29,minor faults
6320UOU,2008-05-28,broken headlight
3242OEU,2007-12-26,"windshield in poor condition, accessories not allowed"
0098EUA,2011-06-23,"damaged license plate, broken headlight"
5844EIA,2010-11-23,insufficient braking
2698UEA,2009-01-23,spoiled engine
7034IUI,2009-05-25,"spoiled engine, exhaust pipe"
1536UII,2008-07-22,defective bulb
8691OEI,2011-08-28,damaged license plate
1564AII,2011-03-16,broken hand brake
2877AIA,2008-02-24,excess smoke
0344UEE,2012-01-17,minor faults
6511IUE,2007-12-30,defective bulb
7789UAO,2011-08-16,defective bulb
3722EAE,2009-07-13,No se especificaron observaciones
7103OIU,2011-07-04,"broken headlight, exhaust pipe"
6118UAA,2011-07-19,No se especificaron observaciones
9218OIA,2011-10-30,"windshield in poor condition, broken hand brake"
0098EUA,2008-06-27,"excess smoke, accessories not allowed, cirulillo  of distribuitor failure"
1130IOA,2008-09-30,excess smoke
9495AIA,2010-09-02,No se especificaron observaciones
1695OEI,2009-05-14,No se especificaron observaciones
4237EIO,2010-12-02,No se especificaron observaciones
5700IIE,2011-08-07,"exhaust pipe, insufficient braking"
9778OEI,2006-06-23,defective bulb
4166UOU,2010-12-29,"worn tires, improperly regulated lights"
7493AUE,2009-01-30,"excess smoke, exhaust pipe"
9507IIA,2011-03-26,No se especificaron observaciones
3949IOE,2010-08-27,defective bulb
4366UII,2006-09-20,exhaust pipe
4734UAO,2011-02-25,No se especificaron observaciones
3204OUA,2010-08-29,"defective bulb, cirulillo  of distribuitor failure"
3929OOO,2011-03-02,No se especificaron observaciones
6306III,2008-05-10,"windshield in poor condition, exhaust pipe"
6829IOA,2006-05-21,"minor faults, damaged license plate, broken headlight"
9778OEI,2006-06-27,"damaged license plate, exhaust pipe"
9519OEE,2008-10-31,cirulillo  of distribuitor failure
4286AUA,2008-08-29,No se especificaron observaciones
2973AAI,2007-10-29,No se especificaron observaciones
1675EOA,2010-12-30,"worn tires, broken hand brake"
9507AAI,2010-05-28,No se especificaron observaciones
6493OEA,2011-08-30,damaged license plate
6817EUA,2006-09-30,defective bulb
2950AAO,2010-09-18,spoiled engine
8533AOE,2010-11-05,improperly regulated lights
2925UEO,2009-12-13,"worn tires, insufficient braking"
3346AOO,2010-07-22,"improperly regulated lights, excess smoke"
0716AUU,2010-06-17,exhaust pipe
4544UOU,2008-10-21,windshield in poor condition
2452UEO,2009-06-28,"exhaust pipe, accessories not allowed"
9787IEE,2010-08-17,"cirulillo  of distribuitor failure, insufficient braking, broken hand brake"
2452UEO,2009-07-10,"excess smoke, damaged chassis"
7607OAA,2011-07-24,excess smoke
5991OAE,2007-05-27,"minor faults, insufficient braking"
6882IUI,2007-03-30,"minor faults, insufficient braking"
5502UIE,2007-06-23,"worn tires, spoiled engine"
8545AOA,2009-03-13,No se especificaron observaciones
7405UIU,2010-02-19,"spoiled engine, defective bulb"
0728IOU,2011-07-26,improperly regulated lights
5154AEO,2010-05-21,No se especificaron observaciones
5502UIE,2007-06-20,exhaust pipe
4309OEE,2008-05-24,broken hand brake
7789UAO,2008-08-30,"accessories not allowed, broken hand brake"
3043OOI,2006-02-28,"spoiled engine, windshield in poor condition, damaged chassis"
5350OAE,2007-10-24,damaged chassis
6111IAI,2011-12-26,"worn tires, damaged license plate"
0728IOU,2011-07-26,accessories not allowed
4776EUI,2006-11-29,defective bulb
9105UIU,2006-11-29,"windshield in poor condition, exhaust pipe"
6279OUE,2009-12-29,broken headlight
9519OEE,2011-10-23,"damaged license plate, defective bulb"
1369OAU,2007-06-24,spoiled engine
7835UUA,2011-02-27,"excess smoke, improperly regulated lights, windshield in poor condition"
1295IIA,2011-10-31,No se especificaron observaciones
7283OOE,2010-09-20,No se especificaron observaciones
6118UAA,2011-07-19,"windshield in poor condition, cirulillo  of distribuitor failure"
8173OAU,2010-08-27,"worn tires, spoiled engine, insufficient braking"
1306OEE,2007-02-17,"spoiled engine, cirulillo  of distribuitor failure"
5154AEO,2010-05-21,No se especificaron observaciones
5338IEI,2011-01-31,No se especificaron observaciones
3219AEO,2010-09-22,"improperly regulated lights, broken headlight"
2877AIA,2008-02-11,spoiled engine
1369OAU,2007-06-25,"damaged chassis, defective bulb"
8960AEO,2011-06-10,No se especificaron observaciones
9707OOI,2010-06-23,No se especificaron observaciones
3219AEO,2010-08-29,exhaust pipe
7283OOE,2010-09-20,No se especificaron observaciones
0772EOE,2011-07-13,No se especificaron observaciones
7372AEU,2006-04-30,"excess smoke, broken hand brake"
8111EAA,2008-06-19,worn tires
1497IUA,2008-02-22,windshield in poor condition
3722EAE,2010-07-08,improperly regulated lights
6111IAI,2011-12-26,"improperly regulated lights, insufficient braking"
7376AEU,2007-02-14,"damaged license plate, exhaust pipe, broken headlight, insufficient braking"
4702OIA,2010-11-14,No se especificaron observaciones
5700IIE,2010-07-28,No se especificaron observaciones
7981IOE,2011-05-29,No se especificaron observaciones
7372OEI,2007-11-30,minor faults
7608OAU,2011-01-14,No se especificaron observaciones
5350OAE,2007-09-27,"broken headlight, insufficient braking"
9707OOI,2010-06-23,No se especificaron observaciones
9707OOI,2010-06-23,No se especificaron observaciones
6061IUO,2006-10-31,"improperly regulated lights, damaged license plate"
6061IUO,2006-10-30,"minor faults, damaged license plate, insufficient braking"
8489EAU,2010-12-17,accessories not allowed
5999AAI,2011-12-06,No se especificaron observaciones
7607OAA,2011-07-24,"damaged chassis, cirulillo  of distribuitor failure"
0716AUU,2010-06-17,broken hand brake
2339OOI,2010-08-22,improperly regulated lights
5023EII,2010-11-13,windshield in poor condition
1103EEA,2009-09-27,broken headlight
3202OUU,2007-12-29,No se especificaron observaciones
8960AEO,2011-06-10,No se especificaron observaciones
0438IAO,2011-03-12,No se especificaron observaciones
1536UII,2008-07-28,broken hand brake
5740AUA,2010-09-14,No se especificaron observaciones
4584IEO,2011-07-12,No se especificaron observaciones
5700IIE,2010-08-20,"windshield in poor condition, broken headlight"
4309OEE,2008-05-28,No se especificaron observaciones
3784IAO,2009-12-31,No se especificaron observaciones
0062OEA,2010-07-11,No se especificaron observaciones
5279OUE,2007-04-26,accessories not allowed
8784IUI,2007-10-23,No se especificaron observaciones
0861EUI,2010-07-21,No se especificaron observaciones
2072UIE,2008-11-30,"defective bulb, insufficient braking"
9519IEI,2011-11-26,No se especificaron observaciones
9519IEI,2011-11-26,No se especificaron observaciones
9237OAU,2007-04-27,insufficient braking
6880OUO,2009-01-21,"worn tires, minor faults"
8533AOE,2009-11-07,"improperly regulated lights, damaged chassis"
6560AII,2010-03-27,No se especificaron observaciones
7372OEI,2007-12-24,No se especificaron observaciones
5831EEE,2009-12-26,excess smoke
7250EOE,2009-11-19,windshield in poor condition
8472OIE,2010-06-20,"excess smoke, windshield in poor condition"
8506OUO,2011-10-31,"spoiled engine, minor faults"
2583UIO,2006-09-26,"improperly regulated lights, cirulillo  of distribuitor failure"
8668OEE,2008-11-27,"windshield in poor condition, exhaust pipe"
9507IIA,2011-03-26,No se especificaron observaciones
5828EEE,2011-01-30,damaged license plate
1369IUA,2010-10-20,"improperly regulated lights, insufficient braking"
6061IUO,2006-11-26,No se especificaron observaciones
6817EUA,2006-09-29,"windshield in poor condition, defective bulb"
6882IUI,2007-03-31,minor faults
4481IEE,2011-03-28,No se especificaron observaciones
3242OEU,2007-11-30,"damaged license plate, damaged chassis, insufficient braking"
4734UAO,2011-02-25,No se especificaron observaciones
9733UAO,2011-10-29,"damaged chassis, insufficient braking"
8448OEU,2011-09-29,"minor faults, defective bulb, accessories not allowed"
1480EUA,2006-05-28,"defective bulb, accessories not allowed"
6880OUO,2009-01-29,"spoiled engine, windshield in poor condition"
0431UIE,2007-09-20,minor faults
5525OUO,2009-06-20,"windshield in poor condition, damaged license plate"
8448OEU,2011-09-29,No se especificaron observaciones
5844EIA,2011-11-21,minor faults
1072IOA,2010-07-27,No se especificaron observaciones
5823AEO,2007-05-26,spoiled engine
2955AUA,2010-07-25,exhaust pipe
1306OEE,2007-02-23,improperly regulated lights
1295IIA,2011-10-31,windshield in poor condition
3523OOE,2011-08-30,No se especificaron observaciones
5119EUA,2008-10-20,spoiled engine
8448OEU,2008-09-30,exhaust pipe
9218OIA,2011-10-30,minor faults
